Date,NIFTY_Put_OI,NIFTY_Call_OI,NIFTY_Fut_OI,Total_Options_OI,PCR
2022-07-25,124371725.0,105644725.0,12302050.0,230016450.0,1.1773
2022-07-26,118888375.0,120138775.0,11622450.0,239027150.0,0.9896
2022-07-27,147173350.0,118375075.0,11856000.0,265548425.0,1.2433
2022-07-28,169449250.0,123605375.0,13195500.0,293054625.0,1.3709
2022-07-29,112902975.0,83153700.0,11024900.0,196056675.0,1.3578
2022-08-01,143879975.0,96865950.0,12240000.0,240745925.0,1.4854
2022-08-02,144862675.0,105245250.0,12011200.0,250107925.0,1.3764
2022-08-03,152367725.0,119333600.0,11539400.0,271701325.0,1.2768
2022-08-04,145284100.0,140671700.0,11874000.0,285955800.0,1.0328
2022-08-05,106338025.0,100999550.0,12111250.0,207337575.0,1.0529
2022-08-08,141904225.0,108985350.0,13052900.0,250889575.0,1.302
2022-08-10,145629025.0,118370100.0,13012650.0,263999125.0,1.2303
2022-08-11,163708075.0,132250050.0,13171750.0,295958125.0,1.2379
2022-08-12,115989925.0,93227300.0,13282100.0,209217225.0,1.2442
2022-08-16,134841375.0,107410750.0,13859200.0,242252125.0,1.2554
2022-08-17,157327775.0,112290350.0,14508400.0,269618125.0,1.4011
2022-08-18,163311775.0,132420250.0,14881850.0,295732025.0,1.2333
2022-08-19,113297325.0,128622000.0,14802250.0,241919325.0,0.8809
2022-08-22,116630725.0,147389150.0,13896050.0,264019875.0,0.7913
2022-08-23,138570725.0,141289150.0,14233800.0,279859875.0,0.9808
2022-08-24,148177075.0,148274900.0,13784650.0,296451975.0,0.9993
2022-08-25,148995700.0,161380400.0,13846900.0,310376100.0,0.9233
2022-08-26,105188700.0,109832100.0,11500250.0,215020800.0,0.9577
2022-08-29,126866650.0,129612150.0,12030450.0,256478800.0,0.9788
2022-08-30,160045750.0,116515050.0,12775050.0,276560800.0,1.3736
2022-09-01,150289550.0,145471300.0,13859300.0,295760850.0,1.0331
2022-09-02,109734800.0,105983100.0,14003950.0,215717900.0,1.0354
2022-09-05,134053900.0,111237000.0,14188600.0,245290900.0,1.2051
2022-09-06,132316825.0,125845750.0,14192850.0,258162575.0,1.0514
2022-09-07,147661975.0,137535250.0,14186650.0,285197225.0,1.0736
2022-09-08,164050375.0,129973150.0,14247750.0,294023525.0,1.2622
2022-09-09,118861625.0,107670250.0,14110450.0,226531875.0,1.1039
2022-09-12,131191225.0,111317300.0,14462500.0,242508525.0,1.1785
2022-09-13,145369675.0,104322300.0,14272550.0,249691975.0,1.3935
2022-09-14,141873025.0,118062200.0,14135200.0,259935225.0,1.2017
2022-09-15,137465475.0,145338400.0,14157050.0,282803875.0,0.9458
2022-09-16,112385300.0,148705400.0,13485750.0,261090700.0,0.7558
2022-09-19,125980850.0,134532400.0,12944900.0,260513250.0,0.9364
2022-09-20,136559900.0,118462300.0,12533850.0,255022200.0,1.1528
2022-09-21,131802175.0,139036250.0,12490650.0,270838425.0,0.948
2022-09-22,140767200.0,153251950.0,13714850.0,294019150.0,0.9185
2022-09-23,104438850.0,138113200.0,14075700.0,242552050.0,0.7562
2022-09-26,109881600.0,157717150.0,13832900.0,267598750.0,0.6967
2022-09-27,112896475.0,161564650.0,13513700.0,274461125.0,0.6988
2022-09-28,120094550.0,165132150.0,14035750.0,285226700.0,0.7273
2022-09-29,129721500.0,173762050.0,15584650.0,303483550.0,0.7465
2022-09-30,110032950.0,90169900.0,13001850.0,200202850.0,1.2203
2022-10-03,109718050.0,130598050.0,13802500.0,240316100.0,0.8401
2022-10-04,133961900.0,107886250.0,12907850.0,241848150.0,1.2417
2022-10-06,153952500.0,145612350.0,13558300.0,299564850.0,1.0573
2022-10-07,106556600.0,109822700.0,13535600.0,216379300.0,0.9703
2022-10-10,125772100.0,119325600.0,14661050.0,245097700.0,1.054
2022-10-11,121546200.0,169670150.0,15036800.0,291216350.0,0.7164
2022-10-12,141276150.0,148642700.0,15049850.0,289918850.0,0.9504
2022-10-13,146808850.0,164559700.0,15626400.0,311368550.0,0.8921
2022-10-14,104402600.0,114458200.0,14501150.0,218860800.0,0.9121
2022-10-17,136266100.0,122614100.0,14885200.0,258880200.0,1.1113
2022-10-18,146486350.0,122639125.0,13719750.0,269125475.0,1.1945
2022-10-19,149766650.0,133035125.0,13775550.0,282801775.0,1.1258
2022-10-20,169207775.0,139222125.0,15158700.0,308429900.0,1.2154
2022-10-21,115233325.0,111624225.0,15389550.0,226857550.0,1.0323
2022-10-24,127681725.0,110044425.0,15079400.0,237726150.0,1.1603
2022-10-25,123373125.0,128495525.0,14703800.0,251868650.0,0.9601
2022-10-27,146963225.0,151304475.0,15496650.0,298267700.0,0.9713
2022-10-28,104215525.0,93395875.0,12300900.0,197611400.0,1.1158
2022-10-31,127941975.0,96796125.0,12914750.0,224738100.0,1.3218
2022-11-01,149212525.0,114224275.0,13495550.0,263436800.0,1.3063
2022-11-02,144320975.0,127934625.0,12678300.0,272255600.0,1.1281
2022-11-03,165182675.0,138843925.0,13106500.0,304026600.0,1.1897
2022-11-04,124248125.0,110618375.0,13429100.0,234866500.0,1.1232
2022-11-07,133705025.0,128015975.0,13238700.0,261721000.0,1.0444
2022-11-09,137337325.0,159243775.0,13931900.0,296581100.0,0.8624
2022-11-10,153779325.0,179114425.0,14122300.0,332893750.0,0.8586
2022-11-11,132340075.0,108623825.0,14364500.0,240963900.0,1.2183
2022-11-14,130702025.0,126819725.0,14119500.0,257521750.0,1.0306
2022-11-15,154699225.0,122841225.0,14351150.0,277540450.0,1.2593
2022-11-16,151499875.0,132811675.0,14039950.0,284311550.0,1.1407
2022-11-17,151649075.0,154039675.0,14136750.0,305688750.0,0.9845
2022-11-18,113521475.0,127355725.0,13706150.0,240877200.0,0.8914
2022-11-21,121349225.0,153452425.0,13567450.0,274801650.0,0.7908
2022-11-22,140598375.0,142463875.0,13496450.0,283062250.0,0.9869
2022-11-23,144884175.0,157402850.0,14162500.0,302287025.0,0.9205
2022-11-24,185571275.0,141644675.0,14886500.0,327215950.0,1.3101
2022-11-25,120550225.0,102469525.0,12486900.0,223019750.0,1.1764
2022-11-28,143087650.0,111666225.0,13216500.0,254753875.0,1.2814
2022-11-29,152254525.0,119181525.0,13440600.0,271436050.0,1.2775
2022-11-30,182502425.0,117547425.0,14009500.0,300049850.0,1.5526
2022-12-01,180881050.0,156608175.0,14087100.0,337489225.0,1.155
2022-12-02,115758900.0,123490575.0,13152400.0,239249475.0,0.9374
2022-12-05,122710750.0,135688625.0,13058050.0,258399375.0,0.9044
2022-12-06,134053700.0,147162975.0,12769300.0,281216675.0,0.9109
2022-12-07,135854950.0,177927875.0,12858600.0,313782825.0,0.7635
2022-12-08,155119500.0,181512125.0,12668900.0,336631625.0,0.8546
2022-12-09,116981875.0,154014775.0,12901300.0,270996650.0,0.7595
2022-12-12,136314275.0,150279625.0,12535300.0,286593900.0,0.9071
2022-12-13,150529175.0,142956425.0,12404850.0,293485600.0,1.053
2022-12-14,157038975.0,153330125.0,12413000.0,310369100.0,1.0242
2022-12-15,144832575.0,190437525.0,12934000.0,335270100.0,0.7605
2022-12-16,116439775.0,144362175.0,12557250.0,260801950.0,0.8066
2022-12-19,145320625.0,144079625.0,12301600.0,289400250.0,1.0086
2022-12-20,152779275.0,151107225.0,12579450.0,303886500.0,1.0111
2022-12-21,136219725.0,194302725.0,12865100.0,330522450.0,0.7011
2022-12-22,149919375.0,207179175.0,12973050.0,357098550.0,0.7236
2022-12-23,109008075.0,151512600.0,13707150.0,260520675.0,0.7195
2022-12-26,132641850.0,138647300.0,12779950.0,271289150.0,0.9567
2022-12-27,151590400.0,136845900.0,12655450.0,288436300.0,1.1077
2022-12-28,167061700.0,148777875.0,12913850.0,315839575.0,1.1229
2022-12-29,167282500.0,144595925.0,14492900.0,311878425.0,1.1569
2022-12-30,101430575.0,114901450.0,11657250.0,216332025.0,0.8828
2023-01-02,123238775.0,121292850.0,11751000.0,244531625.0,1.016
2023-01-03,142374475.0,134179850.0,12111650.0,276554325.0,1.0611
2023-01-04,133234575.0,185210150.0,12549900.0,318444725.0,0.7194
2023-01-05,139922275.0,185675750.0,12590100.0,325598025.0,0.7536
2023-01-06,112076775.0,148685850.0,12961700.0,260762625.0,0.7538
2023-01-09,128210275.0,131875850.0,12846200.0,260086125.0,0.9722
2023-01-10,127383025.0,178705850.0,13272250.0,306088875.0,0.7128
2023-01-11,138434075.0,183840600.0,13168550.0,322274675.0,0.753
2023-01-12,144007525.0,186692300.0,13408000.0,330699825.0,0.7714
2023-01-13,119010275.0,115646400.0,13671650.0,234656675.0,1.0291
2023-01-16,123065375.0,153118250.0,13679300.0,276183625.0,0.8037
2023-01-17,150140225.0,129742250.0,13541850.0,279882475.0,1.1572
2023-01-18,184832475.0,137060700.0,13798150.0,321893175.0,1.3485
2023-01-19,164018800.0,141836100.0,13198200.0,305854900.0,1.1564
2023-01-20,114852675.0,137806650.0,13716250.0,252659325.0,0.8334
2023-01-23,131753175.0,140204150.0,13733300.0,271957325.0,0.9397
2023-01-24,130821175.0,162037500.0,13728350.0,292858675.0,0.8074
2023-01-25,125031200.0,185898450.0,13152000.0,310929650.0,0.6726
2023-01-27,91439800.0,123136800.0,11731500.0,214576600.0,0.7426
2023-01-30,100380250.0,131060400.0,11329450.0,231440650.0,0.7659
2023-01-31,112226950.0,140735250.0,11501700.0,252962200.0,0.7974
2023-02-01,112925600.0,161954950.0,11616100.0,274880550.0,0.6973
2023-02-02,146005850.0,169213850.0,11896300.0,315219700.0,0.8628
2023-02-03,115823700.0,99389800.0,11199900.0,215213500.0,1.1653
2023-02-06,122662800.0,128092000.0,11589050.0,250754800.0,0.9576
2023-02-07,127333600.0,156785500.0,11857000.0,284119100.0,0.8122
2023-02-08,169229375.0,140250000.0,11508800.0,309479375.0,1.2066
2023-02-09,164084475.0,152249350.0,11359900.0,316333825.0,1.0777
2023-02-10,112582325.0,107261250.0,11759400.0,219843575.0,1.0496
2023-02-13,118691825.0,143328350.0,12222950.0,262020175.0,0.8281
2023-02-14,147424425.0,127247250.0,11209950.0,274671675.0,1.1586
2023-02-15,182614375.0,131622850.0,11371100.0,314237225.0,1.3874
2023-02-16,161056325.0,156785250.0,11279700.0,317841575.0,1.0272
2023-02-17,116621675.0,133176200.0,11461150.0,249797875.0,0.8757
2023-02-20,122795275.0,164965350.0,11714500.0,287760625.0,0.7444
2023-02-21,131419625.0,157510400.0,11985650.0,288930025.0,0.8344
2023-02-22,140214425.0,203956400.0,13284300.0,344170825.0,0.6875
2023-02-23,153486900.0,194811400.0,15446850.0,348298300.0,0.7879
2023-02-24,107652325.0,137107750.0,12040000.0,244760075.0,0.7852
2023-02-27,118807675.0,164079050.0,12840800.0,282886725.0,0.7241
2023-02-28,130451025.0,194519900.0,13541350.0,324970925.0,0.6706
2023-03-01,156035125.0,169861700.0,13309950.0,325896825.0,0.9186
2023-03-02,147306700.0,193067950.0,13655050.0,340374650.0,0.763
2023-03-03,136057525.0,116302350.0,12900000.0,252359875.0,1.1699
2023-03-06,142723500.0,127209750.0,12026700.0,269933250.0,1.122
2023-03-08,185805250.0,147911650.0,12533200.0,333716900.0,1.2562
2023-03-09,160508975.0,188945850.0,13429300.0,349454825.0,0.8495
2023-03-10,124872575.0,139737000.0,14052300.0,264609575.0,0.8936
2023-03-13,127975500.0,179389150.0,14195700.0,307364650.0,0.7134
2023-03-14,139792275.0,203054700.0,14961500.0,342846975.0,0.6884
2023-03-15,152209875.0,228100750.0,15106250.0,380310625.0,0.6673
2023-03-16,170330375.0,227177450.0,15381850.0,397507825.0,0.7498
2023-03-17,128406225.0,146679950.0,15321000.0,275086175.0,0.8754
2023-03-20,134938950.0,162861150.0,16283900.0,297800100.0,0.8286
2023-03-21,152802250.0,172815800.0,16574200.0,325618050.0,0.8842
2023-03-22,164356075.0,176997250.0,15963650.0,341353325.0,0.9286
2023-03-23,166904975.0,198822050.0,16426450.0,365727025.0,0.8395
2023-03-24,124443475.0,158925800.0,16845500.0,283369275.0,0.783
2023-03-27,145921875.0,171457150.0,16919500.0,317379025.0,0.8511
2023-03-28,154998475.0,193017300.0,16568600.0,348015775.0,0.803
2023-03-29,178136575.0,190445200.0,18385000.0,368581775.0,0.9354
2023-03-31,144355675.0,113854600.0,13174950.0,258210275.0,1.2679
2023-04-03,154690275.0,134849950.0,12146000.0,289540225.0,1.1471
2023-04-05,215468925.0,155347700.0,11898100.0,370816625.0,1.387
2023-04-06,195409475.0,163042750.0,11873350.0,358452225.0,1.1985
2023-04-10,133997575.0,123190650.0,11254000.0,257188225.0,1.0877
2023-04-11,165391250.0,138426600.0,10818050.0,303817850.0,1.1948
2023-04-12,186627900.0,146521450.0,10866500.0,333149350.0,1.2737
2023-04-13,183211150.0,154508900.0,11090650.0,337720050.0,1.1858
2023-04-17,139740550.0,149922400.0,10852500.0,289662950.0,0.9321
2023-04-18,145861800.0,177353550.0,10735250.0,323215350.0,0.8224
2023-04-19,161542225.0,193022550.0,10903450.0,354564775.0,0.8369
2023-04-20,171673725.0,196428050.0,11197250.0,368101775.0,0.874
2023-04-21,138348675.0,148685100.0,11249400.0,287033775.0,0.9305
2023-04-24,163903075.0,144913850.0,11905450.0,308816925.0,1.131
2023-04-25,174453825.0,149878400.0,11615950.0,324332225.0,1.164
2023-04-26,198654475.0,163449950.0,13020250.0,362104425.0,1.2154
2023-04-27,201089575.0,164594850.0,13979000.0,365684425.0,1.2217
2023-04-28,142648575.0,107512500.0,9641650.0,250161075.0,1.3268
2023-05-02,161544575.0,139683350.0,10525200.0,301227925.0,1.1565
2023-05-03,164821225.0,161393350.0,10555350.0,326214575.0,1.0212
2023-05-04,200028150.0,158755700.0,10725300.0,358783850.0,1.26
2023-05-05,130638600.0,153563950.0,11255850.0,284202550.0,0.8507
2023-05-08,157764800.0,143722900.0,11907600.0,301487700.0,1.0977
2023-05-09,165297850.0,164793350.0,12380350.0,330091200.0,1.0031
2023-05-10,179925600.0,162626800.0,12488050.0,342552400.0,1.1064
2023-05-11,181223500.0,184641300.0,13129850.0,365864800.0,0.9815
2023-05-12,144007175.0,116457000.0,12922450.0,260464175.0,1.2366
2023-05-15,173170125.0,128579500.0,13216250.0,301749625.0,1.3468
2023-05-16,166403175.0,185452050.0,13291300.0,351855225.0,0.8973
2023-05-17,168861225.0,203633500.0,12575250.0,372494725.0,0.8292
2023-05-18,171974975.0,220025500.0,12701000.0,392000475.0,0.7816
2023-05-19,133044175.0,131881800.0,12558300.0,264925975.0,1.0088
2023-05-22,168825225.0,139835100.0,12877800.0,308660325.0,1.2073
2023-05-23,180563525.0,150420300.0,13389550.0,330983825.0,1.2004
2023-05-24,176070525.0,175176500.0,13497100.0,351247025.0,1.0051
2023-05-25,189497475.0,180897850.0,13072450.0,370395325.0,1.0475
2023-05-26,165501475.0,121062300.0,10235900.0,286563775.0,1.3671
2023-05-29,177150125.0,132914100.0,10321850.0,310064225.0,1.3328
2023-05-30,189799325.0,143634950.0,10748800.0,333434275.0,1.3214
2023-05-31,177930925.0,179005750.0,10190200.0,356936675.0,0.994
2023-06-01,174757575.0,201051100.0,9751900.0,375808675.0,0.8692
2023-06-02,134042825.0,140580850.0,10022300.0,274623675.0,0.9535
2023-06-05,153326025.0,153749650.0,10099050.0,307075675.0,0.9972
2023-06-06,161138400.0,159557300.0,9789550.0,320695700.0,1.0099
2023-06-07,224355200.0,163157250.0,10605400.0,387512450.0,1.3751
2023-06-08,186882700.0,202049200.0,11002850.0,388931900.0,0.9249
2023-06-09,134825575.0,161359150.0,10900200.0,296184725.0,0.8356
2023-06-12,154529875.0,168132050.0,10354400.0,322661925.0,0.9191
2023-06-13,181835375.0,160823500.0,10276850.0,342658875.0,1.1307
2023-06-14,206795025.0,168179100.0,10893900.0,374974125.0,1.2296
2023-06-15,188962275.0,194746650.0,11245550.0,383708925.0,0.9703
2023-06-16,163603175.0,126575250.0,11734750.0,290178425.0,1.2925
2023-06-19,155928025.0,158429400.0,11610500.0,314357425.0,0.9842
2023-06-20,176354125.0,152377450.0,11431550.0,328731575.0,1.1574
2023-06-21,201552850.0,170394900.0,11147050.0,371947750.0,1.1829
2023-06-22,196965250.0,197773300.0,11984700.0,394738550.0,0.9959
2023-06-23,143623050.0,154625450.0,11123350.0,298248500.0,0.9288
2023-06-26,154824100.0,165617750.0,11303050.0,320441850.0,0.9348
2023-06-27,184297500.0,152503900.0,12317250.0,336801400.0,1.2085
2023-06-28,225989400.0,159984050.0,13084350.0,385973450.0,1.4126
2023-06-30,178336675.0,113202025.0,11017300.0,291538700.0,1.5754
2023-07-03,194587425.0,131129075.0,11423600.0,325716500.0,1.4839
2023-07-04,203424825.0,138558225.0,11541500.0,341983050.0,1.4682
2023-07-05,219295875.0,159827775.0,11760000.0,379123650.0,1.3721
2023-07-06,230994425.0,169796125.0,12458450.0,400790550.0,1.3604
2023-07-07,150872875.0,169432825.0,11941050.0,320305700.0,0.8905
2023-07-10,153343175.0,155807475.0,11779250.0,309150650.0,0.9842
2023-07-11,174374225.0,161651675.0,11687650.0,336025900.0,1.0787
2023-07-12,180159675.0,204196825.0,11727700.0,384356500.0,0.8823
2023-07-13,202825975.0,219814675.0,12114500.0,422640650.0,0.9227
2023-07-14,168753825.0,126225825.0,12399300.0,294979650.0,1.3369
2023-07-17,205032225.0,132928125.0,12810950.0,337960350.0,1.5424
2023-07-18,196461575.0,146690525.0,12692600.0,343152100.0,1.3393
2023-07-19,221497075.0,165756475.0,12979900.0,387253550.0,1.3363
2023-07-20,235104575.0,166849675.0,13951550.0,401954250.0,1.4091
2023-07-21,148234600.0,162305125.0,13397100.0,310539725.0,0.9133
2023-07-24,152714350.0,187155875.0,13563800.0,339870225.0,0.816
2023-07-25,157751450.0,193623925.0,14001900.0,351375375.0,0.8147
2023-07-26,172460200.0,197189775.0,14386700.0,369649975.0,0.8746
2023-07-27,179780600.0,246389225.0,15867300.0,426169825.0,0.7297
2023-07-28,124370200.0,150910075.0,12777750.0,275280275.0,0.8241
2023-07-31,147780750.0,147863475.0,12816600.0,295644225.0,0.9994
2023-08-01,157606250.0,171318425.0,12645050.0,328924675.0,0.92
2023-08-02,160159550.0,214856175.0,12191100.0,375015725.0,0.7454
2023-08-03,179300900.0,233680525.0,12606550.0,412981425.0,0.7673
2023-08-04,130523050.0,125074625.0,13055850.0,255597675.0,1.0436
2023-08-07,155007750.0,130330325.0,12952550.0,285338075.0,1.1893
2023-08-08,160641650.0,162897275.0,12928000.0,323538925.0,0.9862
2023-08-09,182424750.0,155034675.0,12904350.0,337459425.0,1.1767
2023-08-10,185940750.0,204027775.0,12848400.0,389968525.0,0.9114
2023-08-11,129816750.0,143396175.0,12893950.0,273212925.0,0.9053
2023-08-14,154280300.0,155753075.0,12751400.0,310033375.0,0.9905
2023-08-16,193320750.0,174184175.0,13003750.0,367504925.0,1.1099
2023-08-17,192909400.0,220965675.0,13454700.0,413875075.0,0.873
2023-08-18,150051850.0,153366825.0,13087050.0,303418675.0,0.9784
2023-08-21,175769700.0,163029475.0,12999550.0,338799175.0,1.0781
2023-08-22,175832800.0,190700825.0,13003300.0,366533625.0,0.922
2023-08-23,199655450.0,190192825.0,12901950.0,389848275.0,1.0498
2023-08-24,186959700.0,238396625.0,12744450.0,425356325.0,0.7842
2023-08-25,135940000.0,164639375.0,13427550.0,300579375.0,0.8257
2023-08-28,163833100.0,165387625.0,13662350.0,329220725.0,0.9906
2023-08-29,176650700.0,181338225.0,13681800.0,357988925.0,0.9742
2023-08-30,182005400.0,200543325.0,13311550.0,382548725.0,0.9076
2023-08-31,194845075.0,216105275.0,13602900.0,410950350.0,0.9016
2023-09-01,149363575.0,114512525.0,10222400.0,263876100.0,1.3043
2023-09-04,175192525.0,127841475.0,10239000.0,303034000.0,1.3704
2023-09-05,193246325.0,136988275.0,10264050.0,330234600.0,1.4107
2023-09-06,218830125.0,165928675.0,10366450.0,384758800.0,1.3188
2023-09-07,299453425.0,192328175.0,11062800.0,491781600.0,1.557
2023-09-08,155291025.0,112888575.0,11082650.0,268179600.0,1.3756
2023-09-11,188430775.0,127846075.0,11157650.0,316276850.0,1.4739
2023-09-12,198442825.0,168095675.0,11287050.0,366538500.0,1.1805
2023-09-13,234882850.0,187360025.0,11466900.0,422242875.0,1.2536
2023-09-14,277039050.0,267304575.0,12269450.0,544343625.0,1.0364
2023-09-15,155661275.0,118480125.0,12517050.0,274141400.0,1.3138
2023-09-18,164089675.0,148933475.0,12320500.0,313023150.0,1.1018
2023-09-20,172646175.0,216650225.0,11385400.0,389296400.0,0.7969
2023-09-21,239246475.0,290197125.0,11409150.0,529443600.0,0.8244
2023-09-22,132401175.0,142372175.0,11454850.0,274773350.0,0.93
2023-09-25,144320725.0,158227525.0,11836300.0,302548250.0,0.9121
2023-09-26,164243425.0,178762825.0,12071450.0,343006250.0,0.9188
2023-09-27,202999600.0,190226325.0,12181450.0,393225925.0,1.0671
2023-09-28,203335400.0,240970475.0,13755100.0,444305875.0,0.8438
2023-09-29,132995075.0,129242825.0,10198350.0,262237900.0,1.029
2023-10-03,153115975.0,167613375.0,10984850.0,320729350.0,0.9135
2023-10-04,193597375.0,200884625.0,11408850.0,394482000.0,0.9637
2023-10-05,250492175.0,261692125.0,12128950.0,512184300.0,0.9572
2023-10-06,148030975.0,131816875.0,11707350.0,279847850.0,1.123
2023-10-09,144366250.0,138171975.0,11653700.0,282538225.0,1.0448
2023-10-10,185808650.0,141676925.0,11655400.0,327485575.0,1.3115
2023-10-11,219759500.0,179669625.0,11197400.0,399429125.0,1.2231
2023-10-12,277468450.0,263101225.0,11212900.0,540569675.0,1.0546
2023-10-13,149355250.0,130981875.0,10987000.0,280337125.0,1.1403
2023-10-16,161240300.0,155083725.0,11007600.0,316324025.0,1.0397
2023-10-17,172448400.0,159307775.0,11251350.0,331756175.0,1.0825
2023-10-18,181007000.0,222085425.0,11214600.0,403092425.0,0.815
2023-10-19,252216350.0,271349375.0,11206650.0,523565725.0,0.9295
2023-10-20,133994050.0,149014375.0,11503400.0,283008425.0,0.8992
2023-10-23,141156100.0,202573175.0,11769700.0,343729275.0,0.6968
2023-10-25,172978850.0,256862475.0,12206250.0,429841325.0,0.6734
2023-10-26,193363600.0,270011775.0,13934300.0,463375375.0,0.7161
2023-10-27,132033550.0,137358125.0,11543100.0,269391675.0,0.9612
2023-10-30,162725950.0,148567675.0,11793700.0,311293625.0,1.0953
2023-10-31,162746250.0,178251325.0,11982750.0,340997575.0,0.913
2023-11-01,184900150.0,225560975.0,12465250.0,410461125.0,0.8197
2023-11-02,253474800.0,284210975.0,12777250.0,537685775.0,0.8919
2023-11-03,129541550.0,134408875.0,12412250.0,263950425.0,0.9638
2023-11-06,160065950.0,140015425.0,12272100.0,300081375.0,1.1432
2023-11-07,167648000.0,156237225.0,12236700.0,323885225.0,1.073
2023-11-08,199897100.0,204631975.0,12231750.0,404529075.0,0.9769
2023-11-09,262736650.0,290762175.0,12624000.0,553498825.0,0.9036
2023-11-10,137480650.0,131804825.0,12355900.0,269285475.0,1.0431
2023-11-13,155514800.0,156169425.0,12614550.0,311684225.0,0.9958
2023-11-15,213873850.0,179708125.0,12884100.0,393581975.0,1.1901
2023-11-16,278524400.0,239684625.0,12697200.0,518209025.0,1.162
2023-11-17,151556650.0,148403875.0,12496900.0,299960525.0,1.0212
2023-11-20,155316250.0,171139725.0,11974300.0,326455975.0,0.9075
2023-11-21,172691450.0,169580625.0,12104650.0,342272075.0,1.0183
2023-11-22,214301750.0,199874575.0,12638700.0,414176325.0,1.0722
2023-11-23,261271200.0,304476625.0,13282800.0,565747825.0,0.8581
2023-11-24,137868900.0,139421075.0,12837500.0,277289975.0,0.9889
2023-11-28,182709350.0,150228475.0,13231600.0,332937825.0,1.2162
2023-11-29,239517150.0,162512625.0,13977050.0,402029775.0,1.4738
2023-11-30,229092600.0,189032125.0,14666550.0,418124725.0,1.2119
2023-12-01,145434300.0,111711175.0,10869750.0,257145475.0,1.3019
2023-12-04,178362500.0,128015075.0,11851800.0,306377575.0,1.3933
2023-12-05,209010750.0,152246275.0,12297600.0,361257025.0,1.3728
2023-12-06,235597900.0,199099375.0,12761000.0,434697275.0,1.1833
2023-12-07,309240800.0,269226825.0,13608550.0,578467625.0,1.1486
2023-12-08,150135950.0,125391625.0,13297950.0,275527575.0,1.1973
2023-12-11,164719500.0,144598325.0,13343850.0,309317825.0,1.1392
2023-12-12,164345650.0,175374175.0,13120600.0,339719825.0,0.9371
2023-12-13,198631550.0,207816925.0,12744050.0,406448475.0,0.9558
2023-12-14,276009100.0,237760075.0,15049100.0,513769175.0,1.1609
2023-12-15,181882350.0,123949875.0,15547000.0,305832225.0,1.4674
2023-12-18,181002400.0,161793325.0,14597100.0,342795725.0,1.1187
2023-12-19,198835900.0,176115725.0,16007800.0,374951625.0,1.129
2023-12-20,183129150.0,276046825.0,15482200.0,459175975.0,0.6634
2023-12-21,280057900.0,270012875.0,14888900.0,550070775.0,1.0372
2023-12-22,159856250.0,136003125.0,14958400.0,295859375.0,1.1754
2023-12-26,205350250.0,167197975.0,15588800.0,372548225.0,1.2282
2023-12-27,250173875.0,175530225.0,17635600.0,425704100.0,1.4252
2023-12-28,258078525.0,204145875.0,17388200.0,462224400.0,1.2642
2023-12-29,133105575.0,119348475.0,13814350.0,252454050.0,1.1153
2024-01-01,160731175.0,141497825.0,13744100.0,302229000.0,1.1359
2024-01-02,161531425.0,174991175.0,13020950.0,336522600.0,0.9231
2024-01-03,180611325.0,236011625.0,13080650.0,416622950.0,0.7653
2024-01-04,264716175.0,265231475.0,12912100.0,529947650.0,0.9981
2024-01-05,133596525.0,123407925.0,13200750.0,257004450.0,1.0826
2024-01-08,133495825.0,158449675.0,13150400.0,291945500.0,0.8425
2024-01-09,143930425.0,163555425.0,13142050.0,307485850.0,0.88
2024-01-10,197661125.0,186240175.0,12940000.0,383901300.0,1.0613
2024-01-11,246805525.0,288486575.0,13256250.0,535292100.0,0.8555
2024-01-12,179302675.0,125055975.0,13805900.0,304358650.0,1.4338
2024-01-15,205752075.0,135535125.0,14537250.0,341287200.0,1.5181
2024-01-16,199299875.0,163959425.0,14576250.0,363259300.0,1.2155
2024-01-17,172405975.0,246508875.0,13664550.0,418914850.0,0.6994
2024-01-18,266732375.0,280598925.0,14969550.0,547331300.0,0.9506
2024-01-19,130553275.0,136215075.0,15119750.0,266768350.0,0.9584
2024-01-23,145884675.0,197589075.0,14660250.0,343473750.0,0.7383
2024-01-24,180641975.0,196908825.0,15040700.0,377550800.0,0.9174
2024-01-25,181043925.0,224822275.0,15837550.0,405866200.0,0.8053
2024-01-29,127928875.0,106135525.0,13279800.0,234064400.0,1.2053
2024-01-30,121640725.0,148478925.0,12148150.0,270119650.0,0.8192
2024-01-31,151920875.0,168647225.0,12165100.0,320568100.0,0.9008
2024-02-01,239217175.0,294912375.0,12387350.0,534129550.0,0.8111
2024-02-02,126704625.0,123920425.0,13023400.0,250625050.0,1.0225
2024-02-05,137727525.0,154262575.0,13103400.0,291990100.0,0.8928
2024-02-06,169520575.0,152111525.0,13469800.0,321632100.0,1.1144
2024-02-07,184581125.0,185237375.0,13559350.0,369818500.0,0.9965
2024-02-08,220728925.0,272449825.0,13568800.0,493178750.0,0.8102
2024-02-09,126057325.0,126147375.0,13041000.0,252204700.0,0.9993
2024-02-12,138870425.0,162537375.0,13184450.0,301407800.0,0.8544
2024-02-13,150750825.0,152672375.0,13374400.0,303423200.0,0.9874
2024-02-14,200582075.0,162243875.0,13264400.0,362825950.0,1.2363
2024-02-15,254190775.0,242776225.0,13084100.0,496967000.0,1.047
2024-02-16,144117425.0,117801275.0,13415900.0,261918700.0,1.2234
2024-02-19,164092275.0,131183025.0,13720900.0,295275300.0,1.2509
